bu_code;bu_naam;gm_naam
BU16590109;Verspreide huizen Heikant;Laarbeek
BU16590200;Lieshout;Laarbeek
BU16590201;Industrieterrein Bavaria;Laarbeek
BU16590209;Verspreide huizen Lieshout;Laarbeek
BU16590300;Mariahout;Laarbeek
BU16590309;Verspreide huizen Mariahout;Laarbeek
BU16670000;Reusel;Reusel-De Mierden
BU16670001;Voorste Heikant en Weijereind;Reusel-De Mierden
BU16670002;De Voort en Achterste Heikant;Reusel-De Mierden
BU16670008;Buitengebied ten noorden van Reusel;Reusel-De Mierden
BU16670009;Buitengebied ten zuiden van Reusel;Reusel-De Mierden
BU16670100;Hooge Mierde;Reusel-De Mierden
BU16670109;Verspreide huizen Hooge Mierde;Reusel-De Mierden
BU16670200;Lage Mierde;Reusel-De Mierden
BU16670209;Verspreide huizen Lage Mierde;Reusel-De Mierden
BU16670300;Hulsel;Reusel-De Mierden
BU16670309;Verspreide huizen Hulsel;Reusel-De Mierden
BU16690101;Montfort;Roerdalen
BU16690109;Buitengebied Montfort;Roerdalen
BU16690201;Sint Odilienberg;Roerdalen
BU16690202;Lerop;Roerdalen
BU16690203;Reutje;Roerdalen
BU16690204;Paarlo;Roerdalen
BU16690209;Buitengebied Sint Odilienberg;Roerdalen
BU16690301;Melick;Roerdalen
BU16690309;Buitengebied Melick;Roerdalen
BU16690401;Posterholt;Roerdalen
BU16690402;Holst;Roerdalen
BU16690403;Varst;Roerdalen
BU16690404;Borg;Roerdalen
BU16690409;Buitengebied Posterholt;Roerdalen
BU16690501;Herkenbosch;Roerdalen
BU16690502;Bedrijventerrein Stationsweg;Roerdalen
BU16690503;Reewoude;Roerdalen
BU16690509;Buitengebied Herkenbosch;Roerdalen
BU16690601;Vlodrop;Roerdalen
BU16690602;Etsberg;Roerdalen
BU16690603;Rothenbach;Roerdalen
BU16690604;Vlodrop Station;Roerdalen
BU16690605;MERU;Roerdalen
BU16690609;Buitengebied Vlodrop;Roerdalen
BU16740000;Centrum-Oud;Roosendaal
BU16740001;Centrum-Nieuw;Roosendaal
BU16740002;Stationsbuurt;Roosendaal
BU16740003;Vrouwenhof;Roosendaal
BU16740100;Sint Josephbuurt;Roosendaal
BU16740101;Fatima-villapark;Roosendaal
BU16740102;Keijenburg;Roosendaal
BU16740200;Parklaan-Hoogstraat;Roosendaal
BU16740201;Spoorstraat-Van Coothlaan;Roosendaal
BU16740202;Kalsdonk;Roosendaal
BU16740209;Nieuwenberg;Roosendaal
BU16740300;Heerma van Vossstraat-Molenbeek;Roosendaal
BU16740301;Herreweg;Roosendaal
BU16740302;Ettingen;Roosendaal
BU16740303;Scherpdeel;Roosendaal
BU16740309;Vroenhout;Roosendaal
BU16740400;Kroeven-Noordwest;Roosendaal
BU16740401;Kroeven-Noordoost;Roosendaal
BU16740402;Kroeven-Zuidwest;Roosendaal
BU16740403;Kroeven-Zuidoost;Roosendaal
BU16740404;Minnebeek-Watermolen;Roosendaal
BU16740405;De Krogten;Roosendaal
BU16740409;Borteldonk;Roosendaal
BU16740500;Bovendonk;Roosendaal
BU16740501;Langdonk-West;Roosendaal
BU16740502;Langdonk-Oost;Roosendaal
BU16740509;Vierhoeven;Roosendaal
BU16740600;Kortendijk A;Roosendaal
BU16740601;Kortendijk C;Roosendaal
BU16740602;Kortendijk L;Roosendaal
BU16740603;Landerije;Roosendaal
BU16740609;Bakkersberg-Langendijk;Roosendaal
BU16740700;Hulsdonk;Roosendaal
BU16740701;Tolberg-Oost;Roosendaal
BU16740702;Tolberg-Centrum;Roosendaal
BU16740703;Tolberg-West;Roosendaal
BU16740705;Weihoek-Oost;Roosendaal
BU16740706;Weihoek-West;Roosendaal
BU16740709;Haiink;Roosendaal
BU16740800;Borchwerf-Noord;Roosendaal
BU16740801;Borchwerf-Zuid;Roosendaal
BU16740802;Majoppeveld-Noord;Roosendaal
BU16740803;Majoppeveld-Zuid;Roosendaal
BU16740804;Vijfhuizenberg;Roosendaal
BU16741000;Nispen;Roosendaal
BU16741009;Verspreide huizen Nispen;Roosendaal
BU16741100;Wouw;Roosendaal
BU16741108;Verspreide huizen Wouw in het Noorden;Roosendaal
BU16741109;Verspreide huizen Wouw in het Zuiden;Roosendaal
BU16741200;Heerle;Roosendaal
BU16741209;Verspreide huizen Heerle;Roosendaal
BU16741300;Moerstraten;Roosendaal
BU16741309;Verspreide huizen Moerstraten;Roosendaal
BU16741400;Wouwse Plantage;Roosendaal
BU16741409;Verspreide huizen Wouwse Plantage;Roosendaal
BU16760000;Zierikzee binnen de vesten;Schouwen-Duiveland
BU16760001;Malta;Schouwen-Duiveland
BU16760002;Poortambacht;Schouwen-Duiveland
BU16760003;Zuidhoek;Schouwen-Duiveland
BU16760004;Kaaskenswater;Schouwen-Duiveland
BU16760007;Verspreide huizen in het Noorden en Westen;Schouwen-Duiveland
BU16760008;Verspreide huizen in het Zuiden;Schouwen-Duiveland
BU16760009;Verspreide huizen in het Oosten;Schouwen-Duiveland
BU16760100;Brouwershaven;Schouwen-Duiveland
BU16760109;Verspreide huizen Brouwershaven;Schouwen-Duiveland
BU16760200;Zonnemaire;Schouwen-Duiveland
BU16760209;Verspreide huizen Zonnemaire;Schouwen-Duiveland
BU16760300;Dreischor;Schouwen-Duiveland
BU16760309;Verspreide huizen Dreischor;Schouwen-Duiveland
BU16760400;Noordgouwe;Schouwen-Duiveland
BU16760401;Schuddebeurs;Schouwen-Duiveland
BU16760409;Verspreide huizen Noordgouwe en Schuddebeurs;Schouwen-Duiveland
BU16760500;Bruinisse;Schouwen-Duiveland
BU16760501;Recreatiegebied;Schouwen-Duiveland
BU16760509;Verspreide huizen Bruinisse;Schouwen-Duiveland
BU16760600;Nieuwerkerk;Schouwen-Duiveland
BU16760609;Verspreide huizen Nieuwerkerk;Schouwen-Duiveland
BU16760700;Oosterland;Schouwen-Duiveland
BU16760701;Sirjansland;Schouwen-Duiveland
BU16760708;Verspreide huizen Sirjansland;Schouwen-Duiveland
BU16760709;Verspreide huizen Oosterland;Schouwen-Duiveland
BU16760800;Ouwerkerk;Schouwen-Duiveland
BU16760809;Verspreide huizen Ouwerkerk;Schouwen-Duiveland
BU16760900;Scharendijke;Schouwen-Duiveland
BU16760909;Verspreide huizen Scharendijke;Schouwen-Duiveland
BU16761000;Kerkwerve;Schouwen-Duiveland
BU16761009;Verspreide huizen Kerkwerve;Schouwen-Duiveland
BU16761100;Ellemeet;Schouwen-Duiveland
BU16761109;Verspreide huizen ten zuiden van Ellemeet;Schouwen-Duiveland
BU16761200;Haamstede;Schouwen-Duiveland
BU16761201;Burgh;Schouwen-Duiveland
BU16761202;Hogeweg;Schouwen-Duiveland
BU16761203;Westenschouwen;Schouwen-Duiveland
BU16761204;Kloosterweg en omgeving;Schouwen-Duiveland
BU16761205;Nieuw-Haamstede;Schouwen-Duiveland
BU16761208;Verspreide huizen in het Kleigebied;Schouwen-Duiveland
BU16761209;Verspreide huizen in het Zandgebied;Schouwen-Duiveland
BU16761300;Renesse;Schouwen-Duiveland
BU16761301;Oude Moolweg en Laone;Schouwen-Duiveland
BU16761302;Hoogenboomlaan;Schouwen-Duiveland
BU16761303;Lagezoom;Schouwen-Duiveland
BU16761309;Verspreide huizen ten westen van Renesse;Schouwen-Duiveland
BU16761400;Noordwelle;Schouwen-Duiveland
BU16761409;Verspreide huizen Noordwelle;Schouwen-Duiveland
BU16761500;Serooskerke;Schouwen-Duiveland
BU16761509;Verspreide huizen Serooskerke;Schouwen-Duiveland
BU16800000;Annen;Aa en Hunze
BU16800009;Verspreide huizen Annen;Aa en Hunze
BU16800100;Eext;Aa en Hunze
BU16800109;Verspreide huizen Eext;Aa en Hunze
BU16800200;Anloo;Aa en Hunze
BU16800209;Verspreide huizen Anloo;Aa en Hunze
BU16800300;Gasteren;Aa en Hunze
BU16800309;Verspreide huizen Gasteren;Aa en Hunze
BU16800400;Anderen;Aa en Hunze
BU16800409;Verspreide huizen Anderen;Aa en Hunze
BU16800500;Schipborg;Aa en Hunze
BU16800509;Verspreide huizen Schipborg;Aa en Hunze
BU16800600;Eexterveen;Aa en Hunze
BU16800609;Verspreide huizen Eexterveen;Aa en Hunze
BU16800700;Spijkerboor;Aa en Hunze
BU16800709;Verspreide huizen Spijkerboor;Aa en Hunze
BU16800800;Nieuw-Annerveen;Aa en Hunze
BU16800809;Verspreide huizen Nieuw-Annerveen;Aa en Hunze
BU16800900;Oud-Annerveen;Aa en Hunze
BU16800909;Verspreide huizen Oud-Annerveen;Aa en Hunze
BU16801100;Annerveenschekanaal;Aa en Hunze
BU16801109;Verspreide huizen Annerveenschekanaal;Aa en Hunze
BU16801200;Eexterveenschekanaal;Aa en Hunze
BU16801209;Verspreide huizen Eexterveenschekanaal;Aa en Hunze
BU16801300;Eexterzandvoort;Aa en Hunze
BU16801309;Verspreide huizen Eexterzandvoort;Aa en Hunze
BU16801400;Gasselte;Aa en Hunze
BU16801401;Kostvlies;Aa en Hunze
BU16801409;Verspreide huizen Gasselte;Aa en Hunze
BU16801500;Gasselternijveen;Aa en Hunze
BU16801501;Gasselterboerveen;Aa en Hunze
BU16801509;Verspreide huizen Gasselternijveen;Aa en Hunze
BU16801600;Gasselternijveenschemond;Aa en Hunze
BU16801601;Gasselterboerveenschemond;Aa en Hunze
BU16801609;Verspreide huizen Gasselternijveenschemond;Aa en Hunze
BU16801700;Gieten;Aa en Hunze
BU16801709;Verspreide huizen Gieten;Aa en Hunze
BU16801800;Gieterveen;Aa en Hunze
BU16801801;Bonnerveen;Aa en Hunze
BU16801802;Nieuwediep;Aa en Hunze
BU16801809;Verspreide huizen Gieterveen;Aa en Hunze
BU16801900;Rolde;Aa en Hunze
BU16801901;Ballo;Aa en Hunze
BU16801902;Nijlande;Aa en Hunze
BU16801903;Deurze;Aa en Hunze
BU16801908;Verspreide huizen Nooitgedacht;Aa en Hunze
BU16801909;Verspreide huizen Rolde;Aa en Hunze
BU16802000;Grolloo;Aa en Hunze
BU16802001;Schoonloo;Aa en Hunze
BU16802008;Verspreide huizen Papenvoort;Aa en Hunze
BU16802009;Verspreide huizen Grolloo;Aa en Hunze
BU16802100;Ekehaar;Aa en Hunze
BU16802101;Amen;Aa en Hunze
BU16802109;Verspreide huizen Ekehaar;Aa en Hunze
BU16810001;Valthe;Borger-Odoorn
BU16810009;Valthe Buitengebied;Borger-Odoorn
BU16810101;Kavelingen;Borger-Odoorn
BU16810102;Valthermond Plaats 60;Borger-Odoorn
BU16810103;Valthermond Mondenweg;Borger-Odoorn
BU16810104;Valthermond Plaats 84;Borger-Odoorn
BU16810109;Valthermond Buitengebied;Borger-Odoorn
BU16810209;Westdorp;Borger-Odoorn
BU16810309;Zandberg;Borger-Odoorn
BU16817901;1e Exloermond;Borger-Odoorn
BU16817909;1e Exloermond Buitengebied;Borger-Odoorn
BU16818001;2e Exloermond Oost;Borger-Odoorn
BU16818002;2e Exloermond West;Borger-Odoorn
BU16818003;Kijlen;Borger-Odoorn
BU16818009;2e Exloermond Buitengebied;Borger-Odoorn
BU16818109;2e Valthermond;Borger-Odoorn
BU16818201;Marslanden;Borger-Odoorn
BU16818202;Oud Borger;Borger-Odoorn
BU16818203;Hunzedal;Borger-Odoorn
BU16818204;Daalkampen;Borger-Odoorn
BU16818205;Noordesch;Borger-Odoorn
BU16818206;Borger-Centrum;Borger-Odoorn
BU16818209;Borger Buitengebied;Borger-Odoorn
BU16818309;Bronneger;Borger-Odoorn
BU16818409;Bronnegerveen;Borger-Odoorn
BU16818501;Buinen;Borger-Odoorn
BU16818509;Buinen Buitengebied;Borger-Odoorn
BU16818601;Buinerveen;Borger-Odoorn
BU16818609;Buinerveen Buitengebied;Borger-Odoorn
BU16818701;Drouwen;Borger-Odoorn
BU16818709;Drouwen Buitengebied;Borger-Odoorn
BU16818801;Drouwenermond;Borger-Odoorn
BU16818809;Drouwenermond Buitengebied;Borger-Odoorn
BU16818909;Drouwenerveen;Borger-Odoorn
BU16819001;Ees;Borger-Odoorn
BU16819009;Ees Buitengebied;Borger-Odoorn
BU16819109;Eesergroen;Borger-Odoorn
BU16819209;Eeserveen;Borger-Odoorn
BU16819309;Ellertshaar;Borger-Odoorn
BU16819409;Exloerveen;Borger-Odoorn
BU16819501;Westeresch;Borger-Odoorn
BU16819502;Noorderesch;Borger-Odoorn
BU16819503;Oud Exloo;Borger-Odoorn
BU16819509;Exloo Buitengebied;Borger-Odoorn
BU16819601;Klijndijk;Borger-Odoorn
BU16819609;Klijndijk Buitengebied;Borger-Odoorn
BU16819701;Parklaan west;Borger-Odoorn
BU16819702;Parklaan Oost;Borger-Odoorn
BU16819703;Nieuw-Buinen Oost;Borger-Odoorn
BU16819704;Nieuw-Buinen Midden;Borger-Odoorn
BU16819705;Nieuw-Buinen West;Borger-Odoorn
BU16819709;Nieuw-Buinen Buitengebied;Borger-Odoorn
BU16819801;Langhietskamp;Borger-Odoorn
BU16819802;Oud Odoorn;Borger-Odoorn
BU16819803;Nieuwe Kampen;Borger-Odoorn
BU16819809;Odoorn Buitengebied;Borger-Odoorn
BU16819901;Odoornerveen;Borger-Odoorn
BU16819909;Odoornerveen Buitengebied;Borger-Odoorn
BU16900000;Zuidwolde kern;De Wolden
BU16900009;Verspreide huizen Zuidwolde;De Wolden
BU16900100;Alteveer;De Wolden
BU16900109;Verspreide huizen Alteveer;De Wolden
BU16900200;Kerkenveld;De Wolden
BU16900209;Verspreide huizen Kerkenveld;De Wolden
BU16900300;Drogteropslagen;De Wolden
BU16900309;Verspreide huizen Drogteropslagen;De Wolden
BU16900400;Linde;De Wolden
BU16900409;Verspreide huizen Linde;De Wolden
BU16900500;Fort;De Wolden
BU16900509;Verspreide huizen Fort;De Wolden
BU16900600;Veeningen;De Wolden
BU16900609;Verspreide huizen Veeningen;De Wolden
BU16900700;Echten;De Wolden
BU16900709;Verspreide huizen Echten;De Wolden
BU16900800;Ruinen;De Wolden
BU16900801;Oldenhave;De Wolden
BU16900802;Ruinerweide;De Wolden
BU16900803;Leeuwte;De Wolden
BU16900804;Hees;De Wolden
BU16900809;Verspreide huizen Ruinen;De Wolden
BU16900900;Eursinge en Pesse;De Wolden
BU16900909;Verspreide huizen Pesse;De Wolden
BU16901000;Ansen;De Wolden
BU16901009;Verspreide huizen Ansen;De Wolden
BU16901100;Ruinerwold;De Wolden
BU16901101;Haakswold;De Wolden
BU16901102;Oosteinde;De Wolden
BU16901103;Berghuizen;De Wolden
BU16901104;Weerwille;De Wolden
BU16901105;Oosteinde-Buiten;De Wolden
BU16901109;Ruinerwold-Buiten;De Wolden
BU16901200;Koekange;De Wolden
BU16901201;Koekange Noord;De Wolden
BU16901202;Koekange Zuid;De Wolden
BU16901203;Koekangerveld;De Wolden
BU16901209;Verspreide huizen Koekange;De Wolden
BU16901300;De Wijk;De Wolden
BU16901309;Verspreide huizen De Wijk;De Wolden
BU16950000;Kortgene-Dorp;Noord-Beveland
BU16950001;Kortgene-Oost;Noord-Beveland
BU16950009;Verspreide huizen Kortgene;Noord-Beveland
BU16950100;Colijnsplaat;Noord-Beveland
BU16950109;Verspreide huizen Colijnsplaat;Noord-Beveland
BU16950200;Kats;Noord-Beveland
BU16950209;Verspreide huizen Kats;Noord-Beveland
BU16950300;Kamperland;Noord-Beveland
BU16950301;Recreatiegebied Kamperland;Noord-Beveland
BU16950309;Verspreide huizen Kamperland;Noord-Beveland
BU16950400;Wissenkerke;Noord-Beveland
BU16950409;Verspreide huizen Wissenkerke;Noord-Beveland
BU16950500;Geersdijk;Noord-Beveland
BU16950509;Verspreide huizen Geersdijk;Noord-Beveland
BU16960000;'s-Graveland;Wijdemeren
BU16960100;Oud-Kortenhoef;Wijdemeren
BU16960101;Rade, Oranjebuurt, Munniksveen en omgeving;Wijdemeren
BU16960102;Moleneind;Wijdemeren
BU16960103;Kromme Rade;Wijdemeren
BU16960200;Ankeveen;Wijdemeren
BU16960201;Ankeveense Rade;Wijdemeren
BU16960202;Hollandsch Ankeveen;Wijdemeren
BU16960300;Oud-Loosdrecht;Wijdemeren
BU16960400;Nieuw-Loosdrechtsedijk;Wijdemeren
BU16960401;Muijeveld;Wijdemeren
BU16960402;Boomhoek;Wijdemeren
BU16960500;Breukeleveen;Wijdemeren
BU16960601;Horn- en Kuijerpolder;Wijdemeren
BU16960602;Blijkpolder;Wijdemeren
BU16960603;Horstermeer;Wijdemeren
BU16960604;Splegelpolder;Wijdemeren
BU16990000;Roden;Noordenveld
BU16990010;Roden West;Noordenveld
BU16990020;Industrieterrein Roden;Noordenveld
BU16990030;Nieuw-Roden;Noordenveld
BU16990040;Nietap;Noordenveld
BU16990050;Leutingewolde;Noordenveld
BU16990060;Foxwolde;Noordenveld
BU16990070;Roderwolde;Noordenveld
BU16990080;Sandebuur;Noordenveld
BU16990090;Lieveren;Noordenveld
BU16990100;Roderesch;Noordenveld
BU16990110;Steenbergen;Noordenveld
BU16990120;Buitengebied Roden Noord;Noordenveld
BU16990130;Buitengebied Roden Zuid;Noordenveld
BU16990140;Buitengebied Roden West;Noordenveld
BU16990300;Norg;Noordenveld
BU16990310;Een;Noordenveld
BU16990320;Langelo;Noordenveld
BU16990330;Peest;Noordenveld
BU16990340;Zuidvelde;Noordenveld
BU16990350;Westervelde;Noordenveld
BU16990360;Veenhuizen;Noordenveld
BU16990370;Verspreide huizen Huis ter Heide;Noordenveld
BU16990380;Verspreide huizen Een-West;Noordenveld
BU16990390;Verspreide huizen Norg;Noordenveld
BU16990400;Verspreide huizen Een;Noordenveld
BU16990410;Verspreide huizen Langelo;Noordenveld
BU16990420;Verspreide huizen Peest;Noordenveld
BU16990430;Verspreide huizen Zuidvelde;Noordenveld
BU16990440;Verspreide huizen Westervelde;Noordenveld
BU16990450;Verspreide huizen Veenhuizen;Noordenveld
BU16990600;Peize;Noordenveld
BU16990610;Altena;Noordenveld
BU16990620;Peizermade;Noordenveld
BU16990630;Verspreide huizen Peize Noord;Noordenveld
BU17000101;Verspreide huizen Vriezenveen ten westen van kanaal;Twenterand
BU17000102;Verspreide huizen Vriezenveen West Industrieterrein;Twenterand
BU17000103;Verspreide huizen ten oosten van kanaal;Twenterand
BU17000104;Vriezenveen-Midden;Twenterand
BU17000105;Vriezenveen Westeinde;Twenterand
BU17000106;Vriezenveen Elzenhoek;Twenterand
BU17000107;Vriezenveen-Centrum;Twenterand
BU17000108;Vriezenveen Oosteinde en Slot;Twenterand
BU17000201;Westerhaar-Oost;Twenterand
BU17000202;Westerhaar-West;Twenterand
BU17000203;Vriezenveensewijk;Twenterand
BU17000204;Verspreide huizen Westerhaar-Vriezenveensewijk-West;Twenterand
BU17000205;Verspreide huizen Westerhaar-Vriezenveensewijk-Oost;Twenterand
BU17000301;Buurtschap Meer;Twenterand
BU17000302;Den Ham;Twenterand
BU17000303;Buurtschap Linde;Twenterand
BU17000304;Buurtschap Magele;Twenterand
BU17000401;Geerdijk-West;Twenterand
BU17000402;Vroomshoop-West;Twenterand
BU17000403;Vroomshoop Industrieterein;Twenterand
BU17000404;Geerdijk-Oost;Twenterand
BU17000405;Vroomshoop-Oost;Twenterand
BU17000406;Verspreide huizen Vroomshoop-Oost;Twenterand
BU17000501;Verspreide huizen De Westerhoeve;Twenterand
BU17000502;Verspreide huizen Vriezenveen-Noord;Twenterand
BU17000503;Verspreide huizen De Pollen;Twenterand
BU17000601;Verspreide huizen Vriezenveen-Zuid;Twenterand
BU17010000;Diever;Westerveld
BU17010003;Wittelte;Westerveld
BU17010009;Verspreide huizen Diever;Westerveld
BU17010100;Wapse;Westerveld
BU17010109;Verspreide huizen Wapse;Westerveld
BU17010200;Zorgvlied;Westerveld
BU17010209;Verspreide huizen Zorgvlied;Westerveld
BU17010300;Dwingeloo;Westerveld
BU17010301;Westeinde;Westerveld
BU17010302;Stroovledder;Westerveld
BU17010303;Dwingelderveld;Westerveld
BU17010309;Verspreide huizen Dwingeloo;Westerveld
BU17010400;Lhee;Westerveld
BU17010401;Lheebroek;Westerveld
BU17010409;Verspreide huizen Lhee;Westerveld
BU17010500;Eemster;Westerveld
BU17010509;Verspreide huizen Eemster;Westerveld
BU17010600;Geeuwenbrug;Westerveld
BU17010601;Leggeloo;Westerveld
BU17010609;Verspreide huizen Geeuwenbrug;Westerveld
BU17010700;Dieverbrug;Westerveld
BU17010709;Verspreide huizen Dieverbrug;Westerveld
BU17010800;Havelte;Westerveld
BU17010801;Darp;Westerveld
BU17010802;Havelterberg;Westerveld
BU17010809;Verspreide huizen Havelte;Westerveld
BU17010900;Uffelte;Westerveld
BU17010909;Verspreide huizen Uffelte;Westerveld
BU17011000;Wapserveen midden;Westerveld
BU17011001;Wapserveen-West;Westerveld
BU17011002;Wapserveen-Oost;Westerveld
BU17011009;Verspreide huizen Wapserveen;Westerveld
BU17011100;Vledder;Westerveld
BU17011109;Verspreide huizen Vledder;Westerveld
BU17011200;Frederiksoord;Westerveld
BU17011209;Verspreide huizen Frederiksoord;Westerveld
BU17011300;Nijensleek;Westerveld
BU17011309;Verspreide huizen Nijensleek;Westerveld
BU17011400;Vledderveen;Westerveld
BU17011409;Verspreide huizen Vledderveen;Westerveld
BU17011500;Wilhelminaoord;Westerveld
BU17011509;Verspreide huizen Wilhelminaoord;Westerveld
BU17011600;Doldersum;Westerveld
BU17011609;Verspreide huizen Doldersum;Westerveld
BU17011709;Verspreide huizen Boschoord;Westerveld
BU17050000;Centrum Bemmel;Lingewaard
BU17050001;Klaverkamp-Klein Rome;Lingewaard
BU17050002;Plakse Wei;Lingewaard
BU17050003;Het Hoog;Lingewaard
BU17050004;Boswei;Lingewaard
BU17050005;Klappenburg;Lingewaard
BU17050006;Oostervelden;Lingewaard
BU17050007;Essenpas;Lingewaard
BU17050008;Bedrijventerrein Houtakker;Lingewaard
BU17050009;Buitengebied Bemmel Zuid;Lingewaard
BU17050010;Buitengebied Bemmel Noord;Lingewaard
BU17050011;Bergerden;Lingewaard
BU17050012;Bedrijventerrein Pannenhuis;Lingewaard
BU17050100;Lootakkers;Lingewaard
BU17050101;Molenwijk-Dries;Lingewaard
BU17050102;Centrum Gendt;Lingewaard
BU17050103;Walburgen;Lingewaard
BU17050104;Vleumingen;Lingewaard
BU17050105;Buitengebied Gendt;Lingewaard
BU17050106;Bedrijventerrein Gendt;Lingewaard
BU17050200;Centrum Huissen;Lingewaard
BU17050201;Hofmeesterij-Kampstuk;Lingewaard
BU17050202;t Zand-Tabakshof;Lingewaard
BU17050203;Zilverkamp 1e fase;Lingewaard
BU17050204;Zilverkamp 2e fase-Rietbaan;Lingewaard
BU17050205;Zilverkamp 3e fase;Lingewaard
BU17050206;Zilverkamp 4e fase;Lingewaard
BU17050207;Johannahoeve;Lingewaard
BU17050208;Loovelden;Lingewaard
BU17050209;Brouwersland;Lingewaard
BU17050210;De Laak-Binnenveld;Lingewaard
BU17050211;t Kempke-Bloemstraat;Lingewaard
BU17050212;Buitengebied Huissen;Lingewaard
BU17050213;Bedrijventerrein Pannenhuis-Agropark;Lingewaard
BU17050300;Loo Gld;Lingewaard
BU17050400;Kern Angeren;Lingewaard
BU17050401;Buitengebied Angeren;Lingewaard
BU17050500;Kern Doornenburg;Lingewaard
BU17050501;Buitengebied Doornenburg;Lingewaard
BU17050600;Kern Haalderen;Lingewaard
BU17050601;Buitengebied Haalderen;Lingewaard
BU17050700;Ressen;Lingewaard
BU17060000;Budel;Cranendonck
BU17060001;Heikant, Meemortel, Bosch;Cranendonck
BU17060002;Keunenhoek Broekkant Schoordijk;Cranendonck
BU17060008;Verspreide huizen Berg en Toom;Cranendonck
BU17060009;Verspreide huizen in het Oosten;Cranendonck
BU17060100;Budel-Schoot;Cranendonck
BU17060101;Klein-Schoot;Cranendonck
BU17060109;Verspreide huizen in het Westen;Cranendonck
BU17060200;Budel-Dorplein;Cranendonck
BU17060201;Industrieterrein Dorplein;Cranendonck
BU17060209;Verspreide huizen Budel-Dorplein;Cranendonck
BU17060300;Maarheeze;Cranendonck
BU17060301;Kamersven;Cranendonck
BU17060302;Industrieterrein Den Engelsman Rondven;Cranendonck
BU17060308;Verspreide huizen Hugten;Cranendonck
BU17060309;Verspreide huizen Maarheeze;Cranendonck
BU17060400;Soerendonk;Cranendonck
BU17060409;Verspreide huizen Soerendonk;Cranendonck
BU17060500;Gastel;Cranendonck
BU17060509;Verspreide huizen Gastelse Hei;Cranendonck
BU17080001;Centrum Steenwijk;Steenwijkerland
BU17080002;Steenwijk West;Steenwijkerland
BU17080003;Steenwijkerdiep;Steenwijkerland
BU17080004;Torenlanden;Steenwijkerland
BU17080005;Oostwijken, De Beitel;Steenwijkerland
BU17080006;Clingenborgh;Steenwijkerland
BU17080007;Dolderkanaal;Steenwijkerland
BU17080008;Woldmeenthe;Steenwijkerland
BU17080009;Oostermeenthe;Steenwijkerland
BU17080010;Meentherand;Steenwijkerland
BU17080011;Nieuwe gagels;Steenwijkerland
BU17080012;De gagels;Steenwijkerland
BU17080014;Groot Verlaat;Steenwijkerland
BU17080028;Eeserwold;Steenwijkerland
BU17080029;Paddenpoel en Kornputkwartier;Steenwijkerland
BU17080030;Buitengebied Steenwijk;Steenwijkerland
BU17080200;Oldemarkt;Steenwijkerland
BU17080201;De Boterberg;Steenwijkerland
BU17080209;Verspreide huizen Oldemarkt;Steenwijkerland
BU17080300;Kalenberg;Steenwijkerland
BU17080309;Verspreide huizen Kalenberg;Steenwijkerland
BU17080400;Kuinre;Steenwijkerland
BU17080408;Verspreide huizen Lindedijk en Rondebroek;Steenwijkerland
BU17080409;Verspreide huizen Kuinre;Steenwijkerland
BU17080500;Kerkbuurt;Steenwijkerland
BU17080501;Dijkdorp Blankenham;Steenwijkerland
BU17080509;Buitengebied Blankenham;Steenwijkerland
BU17080600;Scheerwolde;Steenwijkerland
BU17080608;Verspreide huizen polder Gelderingen IJsselham;Steenwijkerland
BU17080609;Verspreide huizen Scheerwolde en Wetering;Steenwijkerland
BU17080700;Vollenhove;Steenwijkerland
BU17080701;Moespot-Leeuwte;Steenwijkerland
BU17080702;Schaarkampen;Steenwijkerland
BU17080709;Verspreide huizen Vollenhove;Steenwijkerland
BU17080800;Sint Jansklooster;Steenwijkerland
BU17080808;Verspreide huizen Sint Jansklooster;Steenwijkerland
BU17080809;Verspreide huizen Leeuwte (gedeeltelijk);Steenwijkerland
BU17080810;Tussen Sint Jans Klooster en Heetveld;Steenwijkerland
BU17080811;Heetveld;Steenwijkerland
BU17080812;Verspreide huizen Kadoelen en omgeving;Steenwijkerland
BU17080813;Verspreide huizen Barsbeek;Steenwijkerland
BU17081000;Belt-Schutsloot;Steenwijkerland
BU17081001;Buitengebied Belt Schutsloot;Steenwijkerland
BU17081100;Wanneperveen;Steenwijkerland
BU17081102;Blauwehand;Steenwijkerland
BU17081103;Buitengebied Wanneperveen;Steenwijkerland
BU17081104;Ronduite;Steenwijkerland
BU17081105;Dinxterveen;Steenwijkerland
BU17081106;Roekebos;Steenwijkerland
BU17081107;Klosse;Steenwijkerland
BU17081108;Verspreide huizen Zomerdijk;Steenwijkerland
BU17081600;Blokzijl;Steenwijkerland
BU17081601;Scheepsdiep;Steenwijkerland
BU17081608;Verspreide huizen ten noorden van Blokzijl;Steenwijkerland
BU17081609;Verspreide huizen ten zuiden van Blokzijl;Steenwijkerland
BU17081700;Verspreide huizen polder Halfweg;Steenwijkerland
BU17081701;Verspreide huizen Giethoorn-Noord;Steenwijkerland
BU17081702;Overig Giethoorn-Noord;Steenwijkerland
BU17081703;Giethoorn-Noord kern;Steenwijkerland
BU17081704;Giethoorn-Zuid;Steenwijkerland
BU17081705;Verspreide huizen polder Giethoorn-Zuid;Steenwijkerland
BU17081706;Dwarsgracht;Steenwijkerland
BU17081707;Verspreide huizen Jonen;Steenwijkerland
BU17081800;Zuidveen;Steenwijkerland
