bu_code;bu_naam;gm_naam
BU03921404;Spaarndammerpolder-zuid;Haarlem
BU03921501;Schrijversbuurt;Haarlem
BU03921502;Van Schendelbuurt;Haarlem
BU03921503;Rivierenbuurt;Haarlem
BU03921601;Van der Aart sportpark;Haarlem
BU03921602;Hekslootpolder;Haarlem
BU03921603;Roemer Visscherbuurt;Haarlem
BU03921604;Muiderkring;Haarlem
BU03921605;Van Aemstelbuurt;Haarlem
BU03921701;Oude Spaarndammerpolder;Haarlem
BU03921702;Oud Spaarndam;Haarlem
BU03921801;Romolenpolder-west;Haarlem
BU03921802;Kruidenbuurt;Haarlem
BU03921803;Schoolenaer;Haarlem
BU03921804;Landenbuurt;Haarlem
BU03921805;De Eenhoorn;Haarlem
BU03921806;Stedenbuurt-west;Haarlem
BU03921807;Stedenbuurt-oost;Haarlem
BU03921901;Romolenpolder-oost;Haarlem
BU03921902;Boerhaavevaart;Haarlem
BU03921903;Geleerdenbuurt;Haarlem
BU03921904;Professorenbuurt;Haarlem
BU03921905;Poelpolder-noord;Haarlem
BU03921906;Geneesherenbuurt;Haarlem
BU03922001;Zuid-Schalkwijkerweg;Haarlem
BU03922002;Hondsbos-Dever;Haarlem
BU03922003;Waddenbuurt;Haarlem
BU03922004;Ellertsveld;Haarlem
BU03922005;De Burgen;Haarlem
BU03922006;Saeftinge-Nemelaar;Haarlem
BU03922007;Molenplas;Haarlem
BU03922101;Winkelcentrum Schalkwijk;Haarlem
BU03922102;Spijkerboorbuurt;Haarlem
BU03922103;Nobelprijsbuurt;Haarlem
BU03922104;Poelpolder-zuid;Haarlem
BU03922105;Archimedesbuurt;Haarlem
BU03922106;Erasmusbuurt;Haarlem
BU03922107;Meerwijkplas;Haarlem
BU03940101;Hoofddorp West;Haarlemmermeer
BU03940102;Hoofddorp Zuid;Haarlemmermeer
BU03940103;Hoofddorp Graan voor Visch;Haarlemmermeer
BU03940104;Hoofddorp Oost;Haarlemmermeer
BU03940105;Hoofddorp Noord;Haarlemmermeer
BU03940106;Hoofddorp Pax West;Haarlemmermeer
BU03940107;Hoofddorp Pax Oost;Haarlemmermeer
BU03940108;Hoofddorp Bornholm West;Haarlemmermeer
BU03940109;Hoofddorp Bornholm Oost;Haarlemmermeer
BU03940111;Hoofddorp Overbos Noord;Haarlemmermeer
BU03940112;Hoofddorp Overbos Zuid;Haarlemmermeer
BU03940113;Hoofddorp Toolenburg West;Haarlemmermeer
BU03940114;Hoofddorp Toolenburg Oost;Haarlemmermeer
BU03940115;Hoofddorp Vrijschot Noord;Haarlemmermeer
BU03940116;Hoofddorp Floriande West;Haarlemmermeer
BU03940117;Hoofddorp Floriande Oost;Haarlemmermeer
BU03940118;Hoofddorp Toolenburg Zuid;Haarlemmermeer
BU03940119;Hoofddorp De Landman;Haarlemmermeer
BU03940122;Hoofddorp Omgeving;Haarlemmermeer
BU03940123;Hoofddorp De Hoek;Haarlemmermeer
BU03940124;Hoofddorp Graan voor Visch Zuid;Haarlemmermeer
BU03940125;Hoofddorp Beukenhorst Oost;Haarlemmermeer
BU03940126;Hoofddorp De President;Haarlemmermeer
BU03940127;Hoofddorp Buiten;Haarlemmermeer
BU03940230;Nieuw-Vennep Oost;Haarlemmermeer
BU03940231;Nieuw-Vennep Welgelegen;Haarlemmermeer
BU03940232;Nieuw-Vennep Welgelegen Noord;Haarlemmermeer
BU03940233;Nieuw-Vennep West;Haarlemmermeer
BU03940234;Nieuw-Vennep Zuid;Haarlemmermeer
BU03940235;Nieuw-Vennep Linquenda;Haarlemmermeer
BU03940236;Nieuw-Vennep Getsewoud Noord;Haarlemmermeer
BU03940237;Nieuw-Vennep Getsewoud Zuid;Haarlemmermeer
BU03940239;Nieuw-Vennep Wilhelminahoeve;Haarlemmermeer
BU03940240;Nieuw-Vennep Omgeving;Haarlemmermeer
BU03940241;Nieuw-Vennep 't Kabel;Haarlemmermeer
BU03940343;Zwanenburg West;Haarlemmermeer
BU03940344;Zwanenburg Zuidwest;Haarlemmermeer
BU03940345;Zwanenburg Zuidoost;Haarlemmermeer
BU03940346;Zwanenburg Oost;Haarlemmermeer
BU03940347;Zwanenburg Noordoost;Haarlemmermeer
BU03940348;Zwanenburg Noordwest;Haarlemmermeer
BU03940349;Zwanenburg Dijk;Haarlemmermeer
BU03940350;Zwanenburg Omgeving;Haarlemmermeer
BU03940429;Lijnden Omgeving;Haarlemmermeer
BU03940465;Lijnden;Haarlemmermeer
BU03940466;Boesingheliede;Haarlemmermeer
BU03940551;Badhoevedorp Omgeving;Haarlemmermeer
BU03940552;Badhoevedorp Noordwest;Haarlemmermeer
BU03940553;Badhoevedorp West;Haarlemmermeer
BU03940554;Badhoevedorp Bouwlust;Haarlemmermeer
BU03940556;Badhoevedorp Zuid;Haarlemmermeer
BU03940557;Badhoevedorp Centrum;Haarlemmermeer
BU03940558;Badhoevedorp Noordoost;Haarlemmermeer
BU03940559;Badhoevedorp Antoniushoeve;Haarlemmermeer
BU03940560;Badhoevedorp Oost;Haarlemmermeer
BU03940561;Badhoevedorp Schuilhoeve;Haarlemmermeer
BU03940562;Badhoevedorp Dijk;Haarlemmermeer
BU03940564;Badhoevedorp Nieuwe Meer;Haarlemmermeer
BU03940674;Schiphol-Rijk;Haarlemmermeer
BU03940675;Oude Meer;Haarlemmermeer
BU03940676;Aalsmeerderbrug;Haarlemmermeer
BU03940677;Rozenburg Noord;Haarlemmermeer
BU03940678;Rozenburg Omgeving;Haarlemmermeer
BU03940779;Rijsenhout Dorp;Haarlemmermeer
BU03940780;Rijsenhout Zuid;Haarlemmermeer
BU03940781;Rijsenhout Dijk;Haarlemmermeer
BU03940782;Rijsenhout Omgeving;Haarlemmermeer
BU03940883;Burgerveen;Haarlemmermeer
BU03940884;Leimuiderbrug;Haarlemmermeer
BU03940885;Weteringbrug;Haarlemmermeer
BU03940986;Abbenes;Haarlemmermeer
BU03940987;Abbenes Omgeving;Haarlemmermeer
BU03940988;Buitenkaag;Haarlemmermeer
BU03940989;Abbenes Dijk;Haarlemmermeer
BU03941090;Lisserbroek;Haarlemmermeer
BU03941091;Lisserbroek Omgeving;Haarlemmermeer
BU03941192;Beinsdorp Omgeving;Haarlemmermeer
BU03941193;Beinsdorp;Haarlemmermeer
BU03941294;Zwaanshoek;Haarlemmermeer
BU03941295;Zwaanshoek Omgeving;Haarlemmermeer
BU03941397;Cruquius;Haarlemmermeer
BU03941398;Cruquius Omgeving;Haarlemmermeer
BU03941399;Cruquius Cruquiushoeve;Haarlemmermeer
BU03941567;Vijfhuizen;Haarlemmermeer
BU03941569;Vijfhuizen Stellinghof;Haarlemmermeer
BU03941570;Vijfhuizen Omgeving;Haarlemmermeer
BU03941571;Vijfhuizen Nieuwebrug;Haarlemmermeer
BU03941663;Schiphol;Haarlemmermeer
BU03942038;Spaarndam;Haarlemmermeer
BU03942042;Spaarndam Omgeving;Haarlemmermeer
BU03942096;Spaarnwoude;Haarlemmermeer
BU03942120;Haarlemmerliede;Haarlemmermeer
BU03942121;Penningsveer;Haarlemmermeer
BU03942128;Haarlemmerliede Omgeving;Haarlemmermeer
BU03942272;Halfweg;Haarlemmermeer
BU03942273;Halfweg Omgeving;Haarlemmermeer
BU03960100;Centrum;Heemskerk
BU03960101;Zaalbergkwartier;Heemskerk
BU03960200;Commandeurs;Heemskerk
BU03960201;Eikenhof;Heemskerk
BU03960202;Landgoed Marquette;Heemskerk
BU03960300;Oud Haarlem;Heemskerk
BU03960301;Harteheem;Heemskerk
BU03960302;Oosterwijk;Heemskerk
BU03960303;Zuidbroek;Heemskerk
BU03960400;De Houtwegen;Heemskerk
BU03960401;Industriegebied;Heemskerk
BU03960402;Heemskerkerduin;Heemskerk
BU03960403;Noorddorp;Heemskerk
BU03960404;Westertuinen;Heemskerk
BU03960408;Business park Ijmond;Heemskerk
BU03960409;Duingebied;Heemskerk
BU03960500;Poelenburg;Heemskerk
BU03960501;Oosterzij;Heemskerk
BU03960502;Neksloot;Heemskerk
BU03960503;Steenstrapark;Heemskerk
BU03960600;De Maer;Heemskerk
BU03960601;De Die;Heemskerk
BU03960602;Rendorppark;Heemskerk
BU03960603;Breedweer;Heemskerk
BU03960604;Tolhek;Heemskerk
BU03960605;De Trompet;Heemskerk
BU03960607;Noorderveld;Heemskerk
BU03960700;Onderwijzersbuurt;Heemskerk
BU03960701;Villabuurt;Heemskerk
BU03960702;Beijnesbuurt;Heemskerk
BU03960800;Slotherenbuurt;Heemskerk
BU03960801;Verzetstrijdersbuurt;Heemskerk
BU03960802;Beijerlust;Heemskerk
BU03960900;Hoogdorp;Heemskerk
BU03960901;Waterakkers;Heemskerk
BU03961001;De Citadel;Heemskerk
BU03961002;De Wadden;Heemskerk
BU03961100;Landelijk gebied;Heemskerk
BU03970000;Centrum;Heemstede
BU03970001;Oude Dorp, Indische buurt en omgeving;Heemstede
BU03970002;Zandvoortselaan en Berkenrode en omgeving;Heemstede
BU03970003;Heemsteedse Dreef, Schildersbuurt en omgeving;Heemstede
BU03970004;Van Merlenbuurt en Valkenburgerplein en omgeving;Heemstede
BU03970005;Schouwbroekerpolder;Heemstede
BU03970006;Rivierenbuurt;Heemstede
BU03970007;Kennemerduin en omgeving;Heemstede
BU03970008;Provincienbuurt;Heemstede
BU03970009;Geleerdenbuurt;Heemstede
BU03970100;De Glip;Heemstede
BU03970101;Glipper Dreef en Staatsliedenbuurt;Heemstede
BU03970102;Manpad en Hartekamp;Heemstede
BU03970200;Dichters- en Vogelbuurt;Heemstede
BU03990101;Blockhovepark;Heiloo
BU03990201;Noorderneg;Heiloo
BU03990202;Oud West;Heiloo
BU03990301;Tuindorp;Heiloo
BU03990302;Gemeentebos;Heiloo
BU03990303;Plan Oost;Heiloo
BU03990304;Nijenburg;Heiloo
BU03990401;Zuiderneg;Heiloo
BU03990402;Zuid West;Heiloo
BU03990501;Akkerbuurt;Heiloo
BU03990502;Oud Zuid;Heiloo
BU03990503;Vennewater;Heiloo
BU03990504;Zuiderloo;Heiloo
BU03990601;Willibrord;Heiloo
BU03990602;Oude Werf;Heiloo
BU03990603;Zuid Oost;Heiloo
BU03990604;Oosterzij;Heiloo
BU03990701;Het Die;Heiloo
BU03990801;De Volkstuinen;Heiloo
BU03990802;Kapelbuurt;Heiloo
BU04000100;Marinehaven;Den Helder
BU04000101;Oostsloot;Den Helder
BU04000102;Centrum;Den Helder
BU04000103;Willemsoord;Den Helder
BU04000104;Sluisdijk;Den Helder
BU04000105;Visbuurt;Den Helder
BU04000106;Grachtengordel;Den Helder
BU04000107;Havenbuurt;Den Helder
BU04000108;Vogelbuurt;Den Helder
BU04000109;Mijnendienst;Den Helder
BU04000200;Oud Den Helder;Den Helder
BU04000201;Van Galenbuurt;Den Helder
BU04000202;Indische buurt-Noord;Den Helder
BU04000203;Indische buurt-Zuid;Den Helder
BU04000204;Geleerdenbuurt;Den Helder
BU04000205;Tuindorp-West;Den Helder
BU04000206;Tuindorp-Oost;Den Helder
BU04000207;Fort Erfprins;Den Helder
BU04000208;Fort Dirksz Admiraal;Den Helder
BU04000300;Huisduinen;Den Helder
BU04000301;Liniebuurt;Den Helder
BU04000302;Jeruzalem;Den Helder
BU04000303;Duinbuurt;Den Helder
BU04000304;Donkere Duinen;Den Helder
BU04000400;Nieuwlandbuurt;Den Helder
BU04000401;Golfstroombuurt;Den Helder
BU04000402;Grote Rivierenbuurt;Den Helder
BU04000403;Kleine Rivierenbuurt;Den Helder
BU04000404;Deltabuurt;Den Helder
BU04000405;Falga;Den Helder
BU04000406;Zuiderzeebuurt;Den Helder
BU04000407;Schepenbuurt;Den Helder
BU04000408;Nieuw Den Helder Zuid-Oost;Den Helder
BU04000409;Dirksz Admiraal;Den Helder
BU04000500;Westoever;Den Helder
BU04000501;Marina;Den Helder
BU04000502;Schouten en Schepenenbuurt;Den Helder
BU04000503;Walvisvaarderbuurt;Den Helder
BU04000504;Zeeloodsenbuurt;Den Helder
BU04000505;Boerderijbuurt;Den Helder
BU04000506;Schooten-Centrum;Den Helder
BU04000507;Landmetersbuurt;Den Helder
BU04000508;Waterkeringsbuurt;Den Helder
BU04000509;Guldemond;Den Helder
BU04000600;Julianadorp-Oost;Den Helder
BU04000601;Oostoever;Den Helder
BU04000602;Friesebuurt;Den Helder
BU04000603;Kooypunt;Den Helder
BU04000604;Koegras-Noord;Den Helder
BU04000605;Blauwe Keet;Den Helder
BU04000606;Koegras-Zuid;Den Helder
BU04000607;De Kooy;Den Helder
BU04000700;Mariendal;Den Helder
BU04000701;De Zandloper;Den Helder
BU04000702;Ooghduyne;Den Helder
BU04000800;Julianadorp-West;Den Helder
BU04000801;Middelzand;Den Helder
BU04000802;Vogelzand;Den Helder
BU04000803;Doorzwin;Den Helder
BU04000804;Kruiszwin;Den Helder
BU04000805;Wierbalg;Den Helder
BU04000806;Malzwin;Den Helder
BU04000807;Boterzwin;Den Helder
BU04000808;Zwanenbalg;Den Helder
BU04000809;Noorderhaven;Den Helder
BU04020101;Centrum;Hilversum
BU04020102;Havenstraatbuurt;Hilversum
BU04020103;Sint Vitusbuurt;Hilversum
BU04020104;Langgewenstbuurt;Hilversum
BU04020201;Boomberg;Hilversum
BU04020202;Raadhuiskwartier;Hilversum
BU04020203;Trompenberg-Zuid;Hilversum
BU04020204;Villaparken;Hilversum
BU04020205;Trompenberg-Noord;Hilversum
BU04020206;Media Park;Hilversum
BU04020301;Havenkwartier;Hilversum
BU04020302;Het Rode Dorp;Hilversum
BU04020303;Zeverijn;Hilversum
BU04020304;Kerkelanden;Hilversum
BU04020401;Bloemenkwartier Noord;Hilversum
BU04020402;Bloemenkwartier Zuid;Hilversum
BU04020403;Schrijverskwartier;Hilversum
BU04020404;Staatsliedenkwartier;Hilversum
BU04020405;Zeeheldenkwartier;Hilversum
BU04020501;Schilderskwartier;Hilversum
BU04020502;'t Hoogt van 't Kruis;Hilversum
BU04020503;Arenaparkkwartier;Hilversum
BU04020504;West-Indiekwartier;Hilversum
BU04020505;Van Riebeeckkwartier;Hilversum
BU04020506;Egelshoek;Hilversum
BU04020601;Geuzenbuurt;Hilversum
BU04020602;Electrobuurt;Hilversum
BU04020603;Kleine Driftbuurt;Hilversum
BU04020604;Liebergen;Hilversum
BU04020605;Astronomische Buurt;Hilversum
BU04020606;Anna's Hoeve;Hilversum
BU04020701;Johannes Geradtswegbuurt;Hilversum
BU04020702;Erfgooiersbuurt;Hilversum
BU04020703;Noord;Hilversum
BU04020704;AZC Crailo;Hilversum
BU04020801;Hilversumse Meent;Hilversum
BU04020901;Landelijk Gebied 91;Hilversum
BU04020902;Landelijk Gebied 92;Hilversum
BU04020903;Landelijk Gebied 93;Hilversum
BU04020904;Landelijk Gebied 94;Hilversum
BU04020905;Landelijk Gebied 95;Hilversum
BU04020906;Landelijk Gebied 96;Hilversum
BU04020907;Landelijk Gebied 97;Hilversum
BU04051000;Binnenstad - Buurt 10 00;Hoorn
BU04051001;Binnenstad - Buurt 10 01;Hoorn
BU04051002;Binnenstad - Buurt 10 02;Hoorn
BU04051003;Binnenstad - Buurt 10 03;Hoorn
BU04051100;Venelaankwartier - Buurt 11 00;Hoorn
BU04051101;Venelaankwartier - Buurt 11 01;Hoorn
BU04051102;Venelaankwartier - Buurt 11 02;Hoorn
BU04051103;Venelaankwartier - Buurt 11 03;Hoorn
BU04051200;Hoorn Noord - Buurt 12 00;Hoorn
BU04051201;Hoorn Noord - Buurt 12 01;Hoorn
BU04051202;Hoorn Noord - Buurt 12 02;Hoorn
BU04051203;Hoorn Noord - Buurt 12 03;Hoorn
BU04051204;Hoorn Noord - Buurt 12 04;Hoorn
BU04051300;Grote Waal - Buurt 13 00;Hoorn
BU04051301;Grote Waal - Buurt 13 01;Hoorn
BU04051302;Grote Waal - Buurt 13 02;Hoorn
BU04051303;Grote Waal - Buurt 13 03;Hoorn
BU04051304;Grote Waal - Buurt 13 04;Hoorn
BU04051305;Grote Waal - Buurt 13 05;Hoorn
BU04051306;Grote Waal - Buurt 13 06;Hoorn
BU04051307;Grote Waal - Buurt 13 07;Hoorn
BU04051308;Grote Waal - Buurt 13 08;Hoorn
BU04052000;Risdam-Zuid - Buurt 20 00;Hoorn
BU04052001;Risdam-Zuid - Buurt 20 01;Hoorn
BU04052002;Risdam-Zuid - Buurt 20 02;Hoorn
BU04052003;Risdam-Zuid - Buurt 20 03;Hoorn
BU04052004;Risdam-Zuid - Buurt 20 04;Hoorn
BU04052005;Risdam-Zuid - Buurt 20 05;Hoorn
BU04052006;Risdam-Zuid - Buurt 20 06;Hoorn
BU04052007;Risdam-Zuid - Buurt 20 07;Hoorn
BU04052008;Risdam-Zuid - Buurt 20 08;Hoorn
BU04052100;Risdam-Noord - Buurt 21 00;Hoorn
BU04052101;Risdam-Noord - Buurt 21 01;Hoorn
BU04052102;Risdam-Noord - Buurt 21 02;Hoorn
BU04052103;Risdam-Noord - Buurt 21 03;Hoorn
BU04052104;Risdam-Noord - Buurt 21 04;Hoorn
BU04052105;Risdam-Noord - Buurt 21 05;Hoorn
BU04052200;Nieuwe Steen - Buurt 22 00;Hoorn
BU04052201;Nieuwe Steen - Buurt 22 01;Hoorn
BU04053000;Zwaag - Buurt 30 00;Hoorn
BU04053001;Zwaag - Buurt 30 01;Hoorn
BU04053002;Zwaag - Buurt 30 02;Hoorn
BU04053004;Zwaag - Buurt 30 04;Hoorn
BU04053005;Zwaag - Buurt 30 05;Hoorn
BU04053006;Zwaag - Buurt 30 06;Hoorn
BU04053100;Blokker - Buurt 31 00;Hoorn
BU04053101;Blokker - Buurt 31 01;Hoorn
BU04053102;Blokker - Buurt 31 02;Hoorn
BU04053103;Blokker - Buurt 31 03;Hoorn
BU04053104;Blokker - Buurt 31 04;Hoorn
BU04053200;Kersenboogerd-Noord - Buurt 32 00;Hoorn
BU04053201;Kersenboogerd-Noord - Buurt 32 01;Hoorn
BU04053202;Kersenboogerd-Noord - Buurt 32 02;Hoorn
BU04053203;Kersenboogerd-Noord - Buurt 32 03;Hoorn
BU04053300;Kersenboogerd-Zuid - Buurt 33 00;Hoorn
BU04053301;Kersenboogerd-Zuid - Buurt 33 01;Hoorn
BU04053302;Kersenboogerd-Zuid - Buurt 33 02;Hoorn
BU04053303;Kersenboogerd-Zuid - Buurt 33 03;Hoorn
BU04053304;Kersenboogerd-Zuid - Buurt 33 04;Hoorn
BU04053305;Kersenboogerd-Zuid - Buurt 33 05;Hoorn
BU04053306;Kersenboogerd-Zuid - Buurt 33 06;Hoorn
BU04053307;Kersenboogerd-Zuid - Buurt 33 07;Hoorn
BU04053308;Kersenboogerd-Zuid - Buurt 33 08;Hoorn
BU04053309;Kersenboogerd-Zuid - Buurt 33 09;Hoorn
BU04053400;Hoorn 80 - Buurt 34 00;Hoorn
BU04053401;Hoorn 80 - Buurt 34 01;Hoorn
BU04053402;Hoorn 80 - Buurt 34 02;Hoorn
BU04053501;Bangert en Oosterpolder - Buurt 35 01;Hoorn
BU04053502;Bangert en Oosterpolder - Buurt 35 02;Hoorn
BU04053503;Bangert en Oosterpolder - Buurt 35 03;Hoorn
BU04053504;Bangert en Oosterpolder - Buurt 35 04;Hoorn
BU04053505;Bangert en Oosterpolder - Buurt 35 05;Hoorn
BU04053506;Bangert en Oosterpolder - Buurt 35 06;Hoorn
BU04053600;Zevenhuis - Buurt 36 00;Hoorn
BU04060001;De Noord;Huizen
BU04060002;De Zuid;Huizen
BU04060103;Westereng;Huizen
BU04060204;Flevo;Huizen
BU04060205;Bikbergen;Huizen
BU04060206;Crailo;Huizen
BU04060307;Thames;Huizen
BU04060308;IJzeren veld;Huizen
BU04060327;Parrewijn;Huizen
BU04060328;Tafelberger Heide;Huizen
BU04060329;Rijsbergen;Huizen
BU04060330;Huizerhoogt;Huizen
BU04060409;Sijsjesberg;Huizen
BU04060410;Zuidereng;Huizen
BU04060511;Gooierhoofd;Huizen
BU04060512;Wolfskamer;Huizen
BU04060513;Industriewijk 't Plaveen;Huizen
BU04060614;Bovenweg;Huizen
BU04060615;Zenderwijk;Huizen
BU04060716;Stad en Lande;Huizen
BU04060817;Huizermaat West;Huizen
BU04060818;Huizermaat Zuid;Huizen
BU04060919;Huizermaat Noord;Huizen
BU04061020;Bijvanck Noord;Huizen
BU04061021;Bijvanck West;Huizen
BU04061123;Bovenmaat Noord;Huizen
BU04061124;Bovenmaat West;Huizen
BU04061125;Bovenmaat-Oost;Huizen
BU04061226;Filosofenbuurt;Huizen
BU04061231;De Tuit;Huizen
BU04150101;Purmerland;Landsmeer
BU04150201;Den Ilp;Landsmeer
BU04150301;Oude dorp;Landsmeer
BU04150302;Sportpark;Landsmeer
BU04150303;Luijendijk-zuid;Landsmeer
BU04150304;Havenzathe;Landsmeer
BU04150305;Luijendijk;Landsmeer
BU04150306;Buitengebied;Landsmeer
BU04150307;Twiske;Landsmeer
BU04150308;t Lint;Landsmeer
BU04170320;Laren-Centrum;Laren
BU04170321;Laren-Natuurgebied;Laren
BU04170322;Omloop;Laren
BU04170323;Oostereng;Laren
BU04170324;Postiljon;Laren
BU04170325;Rijksweg-Noord;Laren
BU04170326;Rijksweg-Zuid;Laren
BU04170327;Steenbergen;Laren
BU04170328;Zevenend;Laren
BU04170329;Zwarte Berg;Laren
BU04200101;Medemblik Oude Stad;Medemblik
BU04200102;Medemblik Plan West;Medemblik
BU04200103;Medemblik Parkwijk;Medemblik
BU04200104;Medemblik Koggenwijk;Medemblik
BU04200105;Medemblik Randwijk en Gildenwijk;Medemblik
BU04200106;Medemblik Schepenwijk;Medemblik
BU04200107;Medemblik Bedrijventerrein;Medemblik
BU04200108;Medemblik Vooroever;Medemblik
BU04200109;Medemblik Zuiderzee;Medemblik
BU04200110;Medemblik Buitengebied;Medemblik
BU04200201;Opperdoes Centrum;Medemblik
BU04200202;Opperdoes Buitengebied;Medemblik
BU04200301;Twisk Centrum;Medemblik
BU04200302;Twisk Buitengebied;Medemblik
BU04200401;Lambertschaag;Medemblik
BU04200501;Abbekerk Centrum;Medemblik
BU04200502;Abbekerk Buitengebied;Medemblik
BU04200601;Sijbekarspel Centrum;Medemblik
BU04200602;Sijbekarspel Buitengebied;Medemblik
BU04200701;Benningbroek Centrum;Medemblik
BU04200702;Benningbroek Buitengebied;Medemblik
BU04200801;Wognum Centrum;Medemblik
BU04200802;Wognum Westergouw;Medemblik
BU04200803;Wognum Kreeklanden;Medemblik
BU04200804;Wognum Bloesemgaerde;Medemblik
BU04200805;Wognum Leekerweide;Medemblik
BU04200806;Wognum Oosteinde;Medemblik
BU04200807;Wognum Bedrijventerrein;Medemblik
BU04200808;Wognum Wadway;Medemblik
BU04200809;Wognum Buitengebied;Medemblik
BU04200901;Zwaagdijk-West Centrum;Medemblik
BU04200902;Zwaagdijk-West Buitengebied;Medemblik
BU04201001;Nibbixwoud Centrum;Medemblik
BU04201002;Nibbixwoud Bedrijventerrein;Medemblik
BU04201003;Nibbixwoud Buitengebied;Medemblik
BU04201101;Midwoud Centrum;Medemblik
BU04201102;Midwoud Buitengebied;Medemblik
BU04201201;Oostwoud Centrum;Medemblik
BU04201202;Oostwoud Buitengebied;Medemblik
BU04201301;Hauwert;Medemblik
BU04201401;Zwaagdijk-Oost Centrum;Medemblik
BU04201402;Zwaagdijk-Oost Bedrijventerrein;Medemblik
BU04201403;Zwaagdijk-Oost Buitengebied;Medemblik
BU04201501;Wervershoof Centrum;Medemblik
BU04201502;Wervershoof Oost;Medemblik
BU04201503;Wervershoof West;Medemblik
BU04201504;Wervershoof Vooroever;Medemblik
BU04201505;Wervershoof Buitengebied;Medemblik
BU04201506;Wervershoof Onderdijk;Medemblik
BU04201507;Wervershoof Onderdijk Aan de Vliet;Medemblik
BU04201508;Wervershoof Onderdijk Buitengebied;Medemblik
BU04201601;Andijk Centrum;Medemblik
BU04201602;Andijk Oost;Medemblik
BU04201603;Andijk Midden;Medemblik
BU04201604;Andijk Zuid;Medemblik
BU04201605;Andijk Bangert;Medemblik
BU04201606;Andijk Grootslag en IJsselhof;Medemblik
BU04201607;Andijk Vooroever;Medemblik
BU04201608;Andijk Bedrijventerrein;Medemblik
BU04201609;Andijk Waterzuivering;Medemblik
BU04201610;Andijk Buitengebied;Medemblik
BU04310000;Kerkbuurt;Oostzaan
BU04310001;Zuideinde;Oostzaan
BU04310002;Kerkstraat;Oostzaan
BU04310003;De Haal en De Heul en Noordeinde;Oostzaan
BU04320101;Opmeer West;Opmeer
BU04320102;Weidebloem West;Opmeer
BU04320103;Aurora;Opmeer
BU04320104;Opmeer Centrum;Opmeer
BU04320105;Planetenbuurt;Opmeer
BU04320106;Weidebloem Oost;Opmeer
BU04320107;De Glazen Wagen;Opmeer
BU04320108;Middelweg;Opmeer
BU04320109;De Veken;Opmeer
BU04320110;De Perelaer;Opmeer
BU04320111;Ondernemend Opmeer;Opmeer
BU04320112;Opmeer Buiten;Opmeer
BU04320201;Kaag;Opmeer
BU04320202;Zandwerven;Opmeer
BU04320203;Zomerdijk;Opmeer
BU04320204;Spanbroekerweg Buiten;Opmeer
BU04320205;Spanbroekerweg Kern;Opmeer
BU04320206;Slothuis;Opmeer
BU04320207;Bonifatius;Opmeer
BU04320208;Spanbroek Centrum;Opmeer
BU04320209;Pastoor Merius;Opmeer
BU04320210;Wijde Klaver West;Opmeer
BU04320211;Wijde Klaver Oost;Opmeer
BU04320212;Heerenweide;Opmeer
BU04320301;Langereis;Opmeer
BU04320302;Koningspade;Opmeer
BU04320303;Wester Boekel;Opmeer
BU04320304;Dokter Pool;Opmeer
BU04320305;Hoogwoud Centrum;Opmeer
BU04320306;Tussen Dieringer en Radboud;Opmeer
BU04320307;Graaf Willem;Opmeer
BU04320308;Tussen Van Catz en Stolp;Opmeer
BU04320309;Van Van der Noot tot Slickerstraat;Opmeer
BU04320310;Tussen Fuik en Hanebalk;Opmeer
BU04320311;De Weijver;Opmeer
BU04320312;Hoogwoud Lint;Opmeer
BU04320313;Hoogwoud Oost;Opmeer
BU04320314;Hoogwoud Noord;Opmeer
BU04320315;Gouwe;Opmeer
BU04320401;Aartswoud West;Opmeer
BU04320402;Schoolstraat;Opmeer
BU04320403;Zuiderzeebuurt;Opmeer
BU04320404;Braakpolder en Kolk van Dussen;Opmeer
BU04320501;Buitenweere Noord;Opmeer
BU04320503;Kern De Weere;Opmeer
BU04320504;Buitenweere Zuid;Opmeer
BU04370000;Ouderkerk aan de Amstel;Ouder-Amstel
BU04370001;Duivendrecht;Ouder-Amstel
BU04370002;Industriegebied Amstel;Ouder-Amstel
BU04370006;Verspreide huizen in de Rondehoeppolder;Ouder-Amstel
BU04370007;Verspreide huizen in de Duivendrechtsche polder;Ouder-Amstel
BU04370008;Verspreide huizen in de Bullewijker polder;Ouder-Amstel
BU04370009;Verspreide huizen langs De Bullewijk en De Hole;Ouder-Amstel
BU04390101;Binnenstad;Purmerend
BU04390102;Stationsbuurt;Purmerend
BU04390103;Zuiderpolder;Purmerend
BU04390201;Overwhere-Zuid;Purmerend
BU04390202;De Koog;Purmerend
BU04390203;Wagenweg;Purmerend
BU04390204;Overwhere-Noord;Purmerend
BU04390205;Molenkoog;Purmerend
BU04390301;Wheermolen-West;Purmerend
BU04390302;Wheermolen-Oost;Purmerend
BU04390303;Dwarsgouw;Purmerend
BU04390401;Gors-Zuid;Purmerend
BU04390402;Gors-Noord;Purmerend
BU04390501;Overlanderstraat en omgeving;Purmerend
BU04390502;Werktuigenbuurt;Purmerend
BU04390503;Maten- en Zuivelbuurt;Purmerend
BU04390504;De Graeffweg en omgeving;Purmerend
BU04390505;Baanstee en omgeving;Purmerend
BU04390506;Golfterrein en verspreide bebouwing;Purmerend
BU04390601;Purmer-Zuid/Noord;Purmerend
BU04390602;Purmer-Zuid/Zuid;Purmerend
